,Message,Racism,Sexism
9732,b'who was she raped by,0,1
9735,b'again talking about feminists not you man,0,1
9739,b'has to be a parody account im not sexist but women just should not be sports announcers,0,1
9743,b' questionsformen proves a man can be sexist without trying but women ca not even when they create a hashtag explicitly …,0,1
9759,b' httptcoupchdsf httptcorgjjnbutao httptcokazmqmynq httptcorosxht httpt…,0,1
9761,b' im not sexist but seriously if you are female you need to be able to cook it is in your dna,0,1
9777,b'mkr and for being blonde i give you my inches hey colin what a bullshit menu and lack of talent,0,1
9783,b'cat get onto the keyboard again im not sexist but i do not believe in equality,0,1
9784,b'still moist and juicy let is take a selfie mkr,0,1
9797,b' im not sexist but i hate hearing the female football sports casters idk why,0,1
9804,b'close up shop feminism is just a roadblock in egalitarianism is way at this point equality must be equal not gynocentric,0,1
9806,b'kat is the biggest bitch in mkr history mkr mkr cow katthebitch,0,1
9813,b'ok whew that is good get a real degree and forget this poison of victimhood known as feminism,0,1
9823,b' oh well womenagainstfeminism feminismisawful httptcozjcpsfxkm,0,1
9825,b'so is the answer nothing,0,1
9826,b'go fuck yourself kat stupid slut mkr nofucksgiven,0,1
9828,b' im listening to on satellite radio and im sorry but these announcers are awful im not sexist but the woman ann …,0,1
9834,b' get gordon ramsay on there he will sort cuntandandre out mkr,0,1
9837,b' yeah rape culture is a lie so true httptcoceemxzh,0,1
9842,b'correction mkr katie and nikki are really the dumb blonde ones,0,1
9853,b' im not sexist cough the only thing worse than a female sunday league ref is a female sunday league ref with her husband …,0,1
9861,b'gray sweat pants sweatshirt,0,1
9882,b'is that wrong is forcing them into parenthood wrong,0,1
9883,b'i hope these blonde girls make it thru not great cooks but they are not as judgemental as that wa lady mkr,0,1
9887,b'what i see as a fact rofl emotions get in their way far too often im not sexist im just stating what i see as a fact,0,1
9892,b' the belgium blonde near the end was a great spot,0,1
9897,b'women need to stop being called girls shit girls need reassurance not real men im not sexist just practical and observant,0,1
9898,b'why do not the like me andre mkr cuntfacebitch httptcodbvwchhwvz,0,1
9910,b'but riley was hilarious on stern had not thought about him or the biovians in years,0,1
9915,b' on my way to vote for src call me sexist but i aint voting for no lady,0,1
9916,b' im concerned for the girls driving their dates in this weather notsexist,0,1
9917,b'only times i will block is if they spam or i think they will try to janet me,0,1
9926,b'mkr i do not know but i think it may be safe to use to c word in regards to kat mkr happycampers,0,1
9927,b'we have got a regular wordsworth on our hands here how unfortunate get tf off my mentions,0,1
9935,b' raised by women majority of coworkers r women interpret my words as you wish no matter how much you twist em …,0,1
9942,b'kat is one of those rare pieces of trash that get even uglier when she smiles mkr,0,1
9946,b'stick it up em kat you are the sort of bitch that really makes the show mkr,0,1
9947,b' in the film jennifer lopez plays a rapist that does not know what the iliad is and she is the protagonist smfh,0,1
9948,b'deconstructed tart by lazy tarts mkr,0,1
9949,b'a putin paid bitch supporting the russian dictatorshiprussia is a kleptocracy at the bottom of human rights,0,1
9952,b' feminist just labeled me transphobic for not somehow magically knowing that they are fluidflux agender httptc…,0,1
9959,b'hahaha take that kat you suck mkr,0,1
9960,b'ok but what specifically are they parodying,0,1
9961,b'i appreciate you bringing good content to me though,0,1
9964,b'r u fucking kidding catwalk all that is missing is a pole mkr,0,1
9970,b'no im not a sexist,0,1
9976,b' you sound dumb end of story quit crying and making a big deal of little things tf,0,1
9977,b'invented dogging videos but ca not have page,0,1
9979,b'meatgirls bamboozled by a can opener and the sorbet churner promogirls for danis direct mkr,0,1
9987,b'name that state,0,1
9988,b' girls can dig football im not sexist but girls that hate football but then watch the world cup and have an opinion na …,0,1
9990,b'nope httptcoaikxjup fact women talk times more than men notsexist,0,1
9993,b'a classic for those that care i love women im not sexist i make jokes sorry,0,1
9996,b'people assume she saw my avi name blocked nope blocked by her before i knew who she was fems use a block list so,0,1
9999,b'are you aware the vawa removes the accused is due process rights,0,1
10000,b'because if an obvious ga sports nut didnt that would explain it all,0,1
10008,b'in australia we have always had tall poppy syndrome since when did sabotage and bitchy behaviour get you on national tv mkr mkr,0,1
10010,b' call me sexist but i think a woman on a motorcycle is kind of dumb especially when she has ape hangers,0,1
10024,b'since when does the hill at the footy count as a catwalk isnt that what a promo girl is pimping out jim beam at the footy mkr,0,1
10026,b'im sure this tweet will be used in court one day when you yell rape the lights turn off notsexist,0,1
10036,b'mkr deconstructed by girls that have deconstructed brains nearly brought up my dinner when i saw that crap on the plate,0,1
10038,b' im not sexist but i cant stand female analysts idk if they feel pressured or if they try too hard idk how to put it,0,1
10039,b'that slapping would be ur thighs as u walk celine mkr,0,1
10043,b'yes you are i swear im not sexist but watching girls basketball usually makes me want to shoot myself in the head,0,1
10045,b'could not design a much poorer set of incentives no,0,1
10050,b' women should never participate in no shave november you should only have hair on your head,0,1
10052,b' it is always fun watching sports w a woman in the room myaunt notsexist,0,1
10053,b' not sexist but i really dislike women announcers,0,1
10056,b'rape is not a synonym for treated unfairly or defeated got raped by his phone,0,1
10057,b'oh you are a foul bitch kat be ashamed for putting her on our televisions mkr,0,1
10060,b' im not sexist but girls who have abs and all that nonsense are really not attractive,0,1
10072,b'females and guys im not sexist but a lot of females lack true logic sometimes a lot of guys are just dumb though,0,1
10080,b' not sexist but womem and sport aint to my taste tbh especially when i see um in ufc leave it out go be a nurse or hair dre …,0,1
10087,b'positive polly just fucked off to the pancake line mkr,0,1
10090,b'nope,0,1
10094,b' hats off to girls who light their own weed i do not understand why most girls ca not handle the simple mechanics of a ligh …,0,1
10103,b'loose was a freudian reference,0,1
10105,b'thanks for proving conclusively that you are a lying cunt who contradicts all available data,0,1
10112,b' we have been discussing this for an hour people pervert the meaning of words especially ignorant pe …,0,1
10116,b' north american children teens are complete pussies compared to other parts of the world,0,1
10122,b' actually i have the same thing happens to african americans spanish and other minorities,0,1
10123,b'are kat and andre brother and sister mkr,0,1
10124,b' but what about the cat biscuit gap which is very real support the equal …,0,1
10126,b'abuserdynamics girls should count themselves lucky if they got a guy that still shouts when his mad means he cares,0,1
10131,b'seriously crazyeyes is staying mkr,0,1
10139,b' httptcobvazjfhs call me sexist but men will always be superior drivers,0,1
10143,b'if you have to ask you will never know bruh im not sexist but is the wnba that entertaining,0,1
10144,b'not me either guns blazing or waiting quietly in my trojan horse,0,1
10149,b'everybody get a little greasy on mkr,0,1
10154,b' is this kara lawson calling this game im not sexist but i hate when she calls game,0,1
10156,b'but do they even interview the men if so about what,0,1
10158,b'call me sexist or whatever it is but there is a big difference guys and girls there is no equality in ability in general,0,1
